1		0	2
2		0	3
4		0	1
5		0	2
6		0	2
8		0	2
13		0	1
14		0	2
16		0	3
17		0	0
21		0	3
22		0	2
23		0	1
25		0	1
26		0	2
27		0	1
28		0	1
29		0	2
30		0	1
31		0	2
32		0	2
33		0	0
34		0	0
35		0	3
38		0	0
39		0	2
40		0	0
41		0	0
42		0	1
44		0	1
45		0	3
48		0	0
49		0	0
50		0	3
51		0	3
52		0	2
53		0	0
54		0	3
56		0	2
58		0	2
59		0	0
60		0	3
61		0	3
64		0	3
65		0	0
67		0	2
69		0	2
72		0	2
73		0	2
74		0	2
77		0	2
78		0	0
79		0	2
80		0	2
81		0	2
82		0	2
83		0	2
84		0	0
85		0	2
87		0	2
88		0	0
89		0	2
90		0	2
92		0	0
93		0	2
95		0	3
96		0	3
97		0	1
99		0	0
100		0	3
101		0	0
104		0	2
105		0	0
106		0	2
108		0	3
109		0	1
110		0	0
111		0	1
113		0	0
115		0	3
116		0	2
119		0	0
121		0	1
123		0	1
124		0	0
125		0	0
126		0	1
127		0	3
128		0	2
129		0	2
130		0	0
132		0	2
133		0	0
134		0	0
135		0	1
136		0	1
137		0	3
138		0	1
142		0	3
143		0	0
145		0	0
146		0	0
148		0	1
149		0	3
150		0	1
152		0	3
153		0	0
154		0	1
157		0	0
158		0	3
159		0	3
160		0	0
161		0	3
162		0	1
164		0	3
165		0	2
167		0	2
168		0	1
169		0	1
170		0	1
171		0	2
172		0	1
173		0	0
174		0	1
175		0	1
176		0	1
178		0	0
179		0	3
182		0	0
183		0	2
185		0	0
186		0	3
187		0	0
188		0	0
189		0	3
190		0	2
191		0	0
193		0	0
194		0	1
196		0	3
198		0	0
199		0	3
200		0	2
204		0	3
205		0	0
206		0	3
207		0	0
208		0	0
209		0	2
210		0	2
212		0	0
213		0	0
216		0	0
217		0	0
218		0	0
219		0	0
221		0	0
222		0	2
223		0	0
225		0	0
228		0	0
229		0	0
232		0	3
234		0	3
235		0	1
236		0	1
238		0	0
239		0	0
241		0	3
242		0	0
243		0	0
244		0	1
245		0	2
248		0	2
249		0	1
250		0	0
252		0	0
253		0	1
254		0	0
256		0	1
257		0	2
258		0	1
261		0	3
262		0	2
263		0	2
264		0	2
265		0	1
266		0	2
267		0	2
268		0	2
269		0	2
271		0	2
272		0	2
274		0	2
275		0	2
277		0	0
279		0	2
280		0	2
281		0	2
282		0	2
283		0	2
284		0	2
285		0	1
286		0	2
287		0	2
288		0	2
289		0	2
291		0	2
292		0	2
296		0	2
297		0	2
298		0	2
299		0	2
300		0	2
301		0	2
302		0	3
303		0	2
304		0	2
305		0	2
306		0	2
308		0	2
309		0	1
310		0	2
311		0	2
312		0	2
313		0	2
316		0	3
317		0	1
319		0	2
320		0	2
321		0	2
325		0	2
326		0	2
327		0	2
328		0	2
329		0	1
330		0	2
331		0	2
333		0	2
335		0	1
336		0	2
337		0	2
339		0	2
341		0	0
342		0	2
343		0	2
345		0	2
346		0	2
347		0	2
348		0	2
349		0	2
351		0	2
352		0	2
353		0	2
355		0	2
356		0	2
357		0	2
358		0	2
359		0	2
360		0	0
363		0	2
364		0	2
365		0	2
366		0	2
367		0	2
368		0	2
369		0	2
373		0	2
376		0	2
377		0	2
378		0	2
380		0	2
381		0	2
384		0	2
385		0	2
386		0	2
387		0	2
388		0	2
389		0	2
391		0	2
392		0	2
394		0	2
396		0	2
398		0	2
399		0	2
400		0	0
401		0	2
402		0	2
403		0	2
