0		0	1,3
1		0	2,3
2		0	1,3
7		0	2
8		0	3
10		0	3
13		0	2,3
14		0	1,4
15		0	3
16		0	3
17		0	3
19		0	1,3
21		0	2
22		0	4
25		0	1,3
26		0	4
27		0	2,3
28		0	1,3,4
30		0	1,3
31		0	3
34		0	1,3
35		0	2
36		0	1,3
37		0	1,3
39		0	2
40		0	1,3
42		0	1,3
43		0	2
44		0	1,3
45		0	1,3
46		0	1,3
48		0	1,3
51		0	2
52		0	1,3
53		0	1,3
54		0	1,3
56		0	2
57		0	2,3
60		0	4
61		0	2
62		0	3
66		0	3
67		0	2
68		0	2,3
69		0	2
71		0	2,3
73		0	2,3
75		0	1,3
77		0	1,3
79		0	2
80		0	2,3
81		0	0,2
82		0	1,3
83		0	2,3
85		0	1,3
86		0	1,3
88		0	2,3
90		0	2
95		0	2,3
96		0	4
97		0	1,4
98		0	3
100		0	1,3
101		0	4
104		0	2
105		0	1,3
108		0	1,3
111		0	1,3
112		0	1,3
113		0	1,3,4
117		0	1,3
118		0	2
119		0	2
120		0	1,3
121		0	2
122		0	2
123		0	3,4
125		0	2,3
126		0	1,3
127		0	1,3
129		0	1,4
131		0	2
133		0	1,3
136		0	1,3
138		0	2
139		0	2,3
140		0	3
141		0	1,3
142		0	1,4
148		0	2
152		0	2,3
154		0	2,3
155		0	1,3
157		0	2
160		0	1,3
161		0	1,3
162		0	2,4
163		0	1,3
165		0	4
166		0	1,3
169		0	1,4
170		0	1,3
171		0	1,3
172		0	1,3
173		0	4
174		0	2,3
176		0	1,3
178		0	1,3,4
179		0	2
180		0	1,3
181		0	2
184		0	2
185		0	4
188		0	1,3
190		0	2
191		0	1,3
192		0	2
193		0	1,3
195		0	1,4
196		0	1,3
197		0	2,3
198		0	2
199		0	2
200		0	2,3
202		0	1,4
203		0	3
204		0	3
207		0	1,3
208		0	2
209		0	3
210		0	1,3
211		0	1,4
212		0	1,3
213		0	1,3,4
216		0	2,3
217		0	2
219		0	1,3
220		0	1,4
221		0	1,3
223		0	2
224		0	1,3,4
229		0	1,3
231		0	2
233		0	1,3
234		0	1,3
235		0	3
236		0	1,3
237		0	2
238		0	1,3
239		0	1,3
240		0	3
241		0	3
242		0	1,3,4
243		0	2
244		0	2,3
245		0	3
246		0	1,3
247		0	2,3
248		0	2,3
252		0	3
253		0	1,3
255		0	1,3
256		0	4
257		0	2
259		0	1,3
260		0	0,2
263		0	2
264		0	2
265		0	1,3
266		0	1,3
269		0	2,3
270		0	4
271		0	2
272		0	1,3
273		0	1,3,4
276		0	1,3
277		0	3
278		0	1,3
280		0	1,4
282		0	1,3
284		0	1,3
285		0	1,3
286		0	1,3
288		0	1,4
290		0	1,4
291		0	2
292		0	
293		0	3
295		0	3
296		0	2
297		0	1,3
298		0	2,4
299		0	1,3
300		0	2,3
303		0	1,3
304		0	1,3
305		0	3
306		0	4
307		0	2
308		0	1,3
310		0	1,3,4
311		0	2
312		0	1,3
316		0	1,3
317		0	2
318		0	1,4
319		0	1,3
320		0	1,3,4
321		0	2
322		0	1,4
323		0	2,3
324		0	1,4
325		0	1,4
326		0	2
327		0	2
328		0	1,3,4
329		0	2,4
330		0	4
333		0	2
334		0	2,3
335		0	1,4
336		0	2
337		0	1,3
338		0	3
339		0	1,3
340		0	1,3
341		0	1,3
343		0	1,3
345		0	1,3
346		0	1,3,4
347		0	2
348		0	2,3
350		0	2,3
353		0	1,3
354		0	1,3
355		0	2
356		0	2
357		0	2
361		0	2
363		0	1,4
364		0	1,3
365		0	1,3,4
367		0	2
371		0	3
372		0	2
373		0	1,3
375		0	1,4
377		0	1,3
378		0	0,4
380		0	4
381		0	1,3
382		0	2
383		0	3
384		0	1,3
385		0	1,4
386		0	1,4
387		0	2,3
389		0	0,2,4
391		0	1,4
393		0	1,3
395		0	0,2
396		0	1,3
398		0	2,3
400		0	2
401		0	0,2,4
402		0	1,3,4
403		0	1
404		0	1
405		0	0,4
406		0	1,4
409		0	2
412		0	1,3
413		0	2
414		0	0,4
416		0	2
417		0	1,4
418		0	1,4
419		0	0,4
422		0	1,3
423		0	2
426		0	2
428		0	2
429		0	4
430		0	2,3
432		0	1,3
433		0	2
434		0	1,3
435		0	1,3
436		0	1,3,4
437		0	0,2,4
438		0	2
439		0	2
441		0	2
442		0	1,4
443		0	1,3
444		0	2
445		0	2
446		0	0,2
447		0	2
449		0	1,4
450		0	2
451		0	2
452		0	1,3
454		0	1,4
456		0	1,3
457		0	1,4
458		0	1,4
459		0	1
460		0	2
461		0	1,3
462		0	2
463		0	2
465		0	1,4
466		0	1,3
467		0	2,3
468		0	2
470		0	2,3
472		0	1,4
473		0	0,4
476		0	1,3
477		0	2,3
478		0	1,3
480		0	1
481		0	2
482		0	1
483		0	3
485		0	1,3,4
487		0	1,4
488		0	1,3,4
491		0	2
492		0	4
495		0	2
496		0	2,3
497		0	1,3
499		0	4
500		0	1,3
501		0	1,3
503		0	1,4
504		0	2
505		0	2,3
506		0	2,3
509		0	2
510		0	1,3
512		0	1,3
513		0	2
517		0	1,3
519		0	2,3
520		0	1,3
521		0	2,3
522		0	1,3
523		0	1,3
524		0	2
526		0	0,2,4
527		0	1,3,4
530		0	2
531		0	2
532		0	2
534		0	1,4
535		0	2
536		0	0,4
537		0	1,3
538		0	4
539		0	1,3
541		0	1,3,4
542		0	0,2,4
544		0	4
546		0	
547		0	1,3,4
548		0	1,3
